id,person_id,risk_score,risk_level,risk_factors,total_monetary_amount,average_case_value,financial_risk_level,primary_subject_matter,subject_matter_categories,legal_issues,financial_terms,case_complexity_score,success_rate,last_updated,created_at
3606,45028,12,Low,"['contract', 'breach', 'family', 'land']",24928.32,270.96,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Constitutional']",[],['damages'],5,100.00,2025-09-15 09:02:03+00:00,2025-09-15 09:02:03+00:00
3607,45031,24,Medium,"['contract', 'business', 'divorce', 'alimony', 'family', 'property', 'land', 'ownership']",188261.00,550.47,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Administrative']",[],"['loss', 'damages', 'compensation']",5,0.00,2025-09-15 09:02:03+00:00,2025-09-15 09:02:03+00:00
3608,45032,33,Medium,"['commercial', 'partnership', 'property', 'land', 'ownership', 'contract']",59202.00,167.24,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment']",[],"['payment', 'investment', 'loan', 'fine', 'debt']",7,100.00,2025-09-15 09:02:03+00:00,2025-09-15 09:02:03+00:00
3609,45034,64,High,"['criminal', 'theft', 'assault', 'robbery', 'violence', 'family', 'property']",656877.80,3069.52,High,Criminal,"['Contract Dispute', 'Property Dispute', 'Criminal', 'Commercial']",[],['fine'],7,100.00,2025-09-15 09:02:04+00:00,2025-09-15 09:02:04+00:00
3610,45037,88,High,"['criminal', 'assault', 'violence', 'divorce', 'land']",62436.68,119.15,Medium,Property Dispute,"['Property Dispute', 'Family Law', 'Criminal', 'Employment', 'Administrative']",[],"['loss', 'penalty', 'fine']",10,100.00,2025-09-15 09:02:04+00:00,2025-09-15 09:02:04+00:00
3611,45038,10,Low,"['contract', 'business', 'land']",43939.50,272.92,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial']",[],"['payment', 'investment', 'fine', 'debt', 'settlement']",4,0.00,2025-09-15 09:02:04+00:00,2025-09-15 09:02:04+00:00
3612,45039,26,Medium,"['fraud', 'breach', 'business', 'family']",17236.00,69.22,Medium,Administrative,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['fraud'],[],5,100.00,2025-09-15 09:02:04+00:00,2025-09-15 09:02:04+00:00
3613,45040,13,Low,"['contract', 'breach', 'commercial', 'land']",92018.00,365.15,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",['breach of contract'],"['debt', 'payment', 'damages']",7,100.00,2025-09-15 09:02:04+00:00,2025-09-15 09:02:04+00:00
3614,45041,21,Medium,"['commercial', 'property']",230331.00,266.90,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Tort']",['negligence'],"['loss', 'payment', 'damages', 'profit', 'settlement']",10,100.00,2025-09-15 09:02:05+00:00,2025-09-15 09:02:05+00:00
3615,45043,108,High,"['criminal', 'assault', 'robbery', 'drug', 'custody', 'family', 'fraud', 'contract', 'commercial', 'property', 'land', 'ownership', 'business', 'divorce']",51071.05,85.12,Medium,Property Dispute,"['Property Dispute', 'Criminal', 'Employment', 'Constitutional', 'Administrative', 'Contract Dispute', 'Fraud', 'Family Law', 'Commercial']","['property dispute', 'fraud']","['refund', 'loss', 'payment', 'damages', 'loan', 'fine']",10,100.00,2025-09-15 09:02:05+00:00,2025-09-15 09:02:05+00:00
3616,45044,125,High,"['fraud', 'family', 'property', 'land', 'ownership', 'misappropriation', 'criminal', 'domestic']",92887.38,86.65,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Constitutional', 'Administrative', 'Employment']","['human rights', 'property dispute', 'fraud']","['loss', 'payment', 'damages', 'profit', 'loan', 'fine', 'mortgage', 'compensation', 'settlement']",10,100.00,2025-09-15 09:02:05+00:00,2025-09-15 09:02:05+00:00
3617,45045,123,High,"['criminal', 'fraud', 'contract', 'breach', 'business', 'divorce', 'land', 'commercial', 'custody', 'family']",318079.25,335.53,High,Property Dispute,"['Property Dispute', 'Constitutional', 'Administrative', 'Contract Dispute', 'Fraud', 'Family Law', 'Commercial', 'Employment', 'Tort']","['negligence', 'breach of contract', 'fraud']","['loss', 'payment', 'damages', 'profit', 'fine', 'debt', 'penalty', 'compensation']",10,66.67,2025-09-15 09:02:05+00:00,2025-09-15 09:02:05+00:00
3618,45049,17,Low,"['business', 'family', 'property', 'land', 'boundary']",18823.00,112.71,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['payment', 'damages', 'settlement']",7,100.00,2025-09-15 09:02:06+00:00,2025-09-15 09:02:06+00:00
3619,45050,9,Low,"['contract', 'breach', 'commercial']",465268.92,12924.14,High,Contract Dispute,"['Contract Dispute', 'Property Dispute']",['breach of contract'],"['investment', 'loss', 'payment', 'damages']",5,0.00,2025-09-15 09:02:06+00:00,2025-09-15 09:02:06+00:00
3620,45052,32,Medium,"['fraud', 'family', 'property', 'land', 'ownership']",31598.28,347.23,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial']",['fraud'],"['investment', 'damages']",5,100.00,2025-09-15 09:02:06+00:00,2025-09-15 09:02:06+00:00
3621,45053,24,Medium,"['custody', 'family', 'property', 'land', 'boundary', 'ownership']",14001.00,46.06,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['refund', 'payment', 'damages', 'settlement']",10,100.00,2025-09-15 09:02:06+00:00,2025-09-15 09:02:06+00:00
3622,45056,6,Low,"['contract', 'business']",187491.21,1409.71,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",[],"['debt', 'loss', 'payment', 'loan']",2,0.00,2025-09-15 09:02:07+00:00,2025-09-15 09:02:07+00:00
3623,45057,60,High,"['criminal', 'fraud', 'drug', 'contract', 'breach', 'business', 'commercial', 'custody', 'property', 'land']",447138.00,1346.80,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Tort', 'Administrative']","['negligence', 'breach of contract', 'fraud']","['loss', 'payment', 'damages', 'profit', 'fine', 'compensation', 'settlement']",10,100.00,2025-09-15 09:02:07+00:00,2025-09-15 09:02:07+00:00
3624,45059,13,Low,"['contract', 'breach', 'business', 'land']",355894.00,1753.17,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Administrative']",['breach of contract'],"['payment', 'damages', 'fine', 'penalty', 'compensation']",5,0.00,2025-09-15 09:02:07+00:00,2025-09-15 09:02:07+00:00
3625,45060,35,Medium,"['criminal', 'robbery', 'drug', 'business', 'custody']",13879.00,137.42,Medium,Property Dispute,"['Property Dispute', 'Criminal', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],['fine'],8,100.00,2025-09-15 09:02:07+00:00,2025-09-15 09:02:07+00:00
3626,45063,36,Medium,"['criminal', 'murder', 'business', 'land']",36900.00,338.53,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Criminal', 'Commercial', 'Employment', 'Tort', 'Administrative']","['defamation', 'criminal offense']","['penalty', 'damages', 'loss']",7,0.00,2025-09-15 09:02:07+00:00,2025-09-15 09:02:07+00:00
3627,45065,16,Low,"['contract', 'breach', 'business', 'commercial', 'land']",15242.00,112.90,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Tort', 'Constitutional', 'Administrative']","['human rights', 'negligence', 'constitutional rights', 'wrongful dismissal']","['payment', 'damages']",10,100.00,2025-09-15 09:02:08+00:00,2025-09-15 09:02:08+00:00
3628,45067,8,Low,"['property', 'land']",705.00,58.75,Low,Property Dispute,"['Property Dispute', 'Administrative']",['property dispute'],[],5,100.00,2025-09-15 09:02:08+00:00,2025-09-15 09:02:08+00:00
3629,45068,36,Medium,"['drug', 'breach', 'business', 'family']",988240.92,1353.75,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Tort']",['negligence'],"['loss', 'payment', 'damages', 'fine', 'compensation']",8,100.00,2025-09-15 09:02:08+00:00,2025-09-15 09:02:08+00:00
3630,45069,12,Low,"['property', 'land', 'boundary']",25448.00,125.98,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],"['damages', 'fine']",5,100.00,2025-09-15 09:02:08+00:00,2025-09-15 09:02:08+00:00
3631,45071,57,High,"['criminal', 'fraud', 'contract', 'breach', 'business', 'divorce', 'custody', 'alimony', 'family', 'property', 'land', 'ownership']",696787.00,966.42,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['family law', 'fraud']","['payment', 'investment', 'fine', 'compensation', 'settlement']",10,100.00,2025-09-15 09:02:09+00:00,2025-09-15 09:02:09+00:00
3632,45072,62,High,"['fraud', 'contract', 'business', 'commercial', 'property']",19807.01,86.49,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']",['fraud'],"['loss', 'damages', 'compensation', 'fine']",10,100.00,2025-09-15 09:02:09+00:00,2025-09-15 09:02:09+00:00
3633,45073,48,Medium,"['criminal', 'murder', 'contract', 'custody', 'family', 'property', 'land', 'ownership']",21141.80,81.00,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Criminal', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['property dispute'],"['investment', 'penalty', 'damages', 'fine']",9,100.00,2025-09-15 09:02:09+00:00,2025-09-15 09:02:09+00:00
3634,45074,15,Low,"['contract', 'divorce', 'alimony', 'property', 'land']",288437.00,1910.18,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Constitutional']",['human rights'],['settlement'],6,100.00,2025-09-15 09:02:09+00:00,2025-09-15 09:02:09+00:00
3635,45076,136,High,"['criminal', 'fraud', 'corruption', 'breach', 'commercial', 'family', 'property', 'land', 'ownership']",489885.00,647.14,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment', 'Administrative']","['harassment', 'property dispute', 'fraud']","['loss', 'damages', 'fine']",10,66.67,2025-09-15 09:02:09+00:00,2025-09-15 09:02:09+00:00
3636,45078,17,Low,"['breach', 'land', 'family', 'property']",17486.00,76.69,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Administrative']",['property dispute'],"['payment', 'settlement']",4,100.00,2025-09-15 09:02:09+00:00,2025-09-15 09:02:09+00:00
3637,45080,13,Low,"['contract', 'business', 'commercial', 'property']",204464.93,1239.18,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",[],"['refund', 'payment', 'damages', 'investment', 'loan', 'fine', 'debt', 'settlement']",2,100.00,2025-09-15 09:02:10+00:00,2025-09-15 09:02:10+00:00
3638,45081,40,Medium,"['criminal', 'fraud', 'contract', 'commercial', 'divorce', 'land']",20267.00,84.10,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Employment', 'Constitutional', 'Administrative']",['fraud'],"['loss', 'settlement']",10,100.00,2025-09-15 09:02:10+00:00,2025-09-15 09:02:10+00:00
3639,45082,18,Low,"['criminal', 'property', 'land']",3301.00,91.69,Low,Property Dispute,"['Property Dispute', 'Employment', 'Constitutional']",['property dispute'],"['penalty', 'fine']",2,100.00,2025-09-15 09:02:10+00:00,2025-09-15 09:02:10+00:00
3640,45083,28,Medium,"['fraud', 'business', 'commercial', 'property']",889987.52,6402.79,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']",['fraud'],"['debt', 'loss', 'payment', 'damages']",5,100.00,2025-09-15 09:02:10+00:00,2025-09-15 09:02:10+00:00
3641,45084,10,Low,['criminal'],21209.00,186.04,Medium,Administrative,"['Tort', 'Administrative']",['negligence'],"['loss', 'penalty', 'fine']",5,0.00,2025-09-15 09:02:10+00:00,2025-09-15 09:02:10+00:00
3642,45085,136,High,"['fraud', 'contract', 'business', 'commercial', 'family', 'property', 'land', 'ownership', 'criminal']",159364.26,120.37,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative', 'Constitutional', 'Tort']","['property dispute', 'negligence', 'fraud']","['loss', 'damages', 'profit', 'fine', 'settlement']",10,100.00,2025-09-15 09:02:10+00:00,2025-09-15 09:02:10+00:00
3643,45087,25,Medium,"['commercial', 'divorce', 'family', 'property', 'land', 'ownership']",27132.00,142.05,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law']",['property dispute'],['settlement'],4,100.00,2025-09-15 09:02:11+00:00,2025-09-15 09:02:11+00:00
3644,45088,32,Medium,"['criminal', 'drug', 'custody', 'family', 'property']",39513.30,84.25,Medium,Property Dispute,"['Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['loss', 'penalty', 'fine']",10,100.00,2025-09-15 09:02:11+00:00,2025-09-15 09:02:11+00:00
3645,45089,47,Medium,"['criminal', 'fraud', 'drug', 'commercial', 'family', 'ownership']",385433.00,1342.97,High,Property Dispute,"['Property Dispute', 'Fraud', 'Employment', 'Administrative']",['fraud'],[],5,100.00,2025-09-15 09:02:11+00:00,2025-09-15 09:02:11+00:00
3646,45090,13,Low,"['criminal', 'business']",341727.00,5257.34,High,Commercial,['Commercial'],[],['profit'],7,100.00,2025-09-15 09:02:11+00:00,2025-09-15 09:02:11+00:00
3647,45093,18,Low,"['family', 'property', 'land', 'boundary', 'ownership']",17422.00,113.13,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['loss', 'damages', 'settlement']",7,100.00,2025-09-15 09:02:11+00:00,2025-09-15 09:02:11+00:00
3648,45094,18,Low,"['divorce', 'custody', 'family', 'property', 'land', 'ownership']",68728.00,687.28,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['payment', 'damages', 'compensation', 'settlement']",5,100.00,2025-09-15 09:02:12+00:00,2025-09-15 09:02:12+00:00
3649,45095,36,Medium,"['family', 'property', 'land', 'boundary', 'ownership']",39604.00,107.62,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['property dispute'],"['loss', 'damages']",10,100.00,2025-09-15 09:02:12+00:00,2025-09-15 09:02:12+00:00
3650,45096,4,Low,['property'],30231.00,4318.71,Medium,Property Dispute,['Property Dispute'],['property dispute'],['debt'],2,100.00,2025-09-15 09:02:12+00:00,2025-09-15 09:02:12+00:00
3651,45097,36,Medium,"['fraud', 'family', 'property', 'land', 'boundary', 'ownership']",24152.00,105.47,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment', 'Administrative']",['fraud'],"['damages', 'profit', 'fine', 'compensation', 'settlement']",7,100.00,2025-09-15 09:02:12+00:00,2025-09-15 09:02:12+00:00
3652,45098,45,Medium,"['criminal', 'fraud', 'contract', 'breach', 'business', 'land', 'ownership']",133043.00,515.67,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Constitutional']","['breach of contract', 'fraud']","['payment', 'fine']",9,100.00,2025-09-15 09:02:12+00:00,2025-09-15 09:02:12+00:00
3653,45099,38,Medium,"['criminal', 'fraud', 'contract', 'breach', 'land']",84328.00,84.08,Medium,Constitutional,"['Employment', 'Constitutional', 'Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']","['human rights', 'fraud']","['loss', 'fine', 'settlement']",10,100.00,2025-09-15 09:02:12+00:00,2025-09-15 09:02:12+00:00
3654,45100,50,High,"['criminal', 'contract', 'breach', 'business', 'custody', 'land']",118863.00,105.19,High,Administrative,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['discrimination', 'human rights', 'constitutional rights']","['investment', 'penalty', 'payment', 'fine']",10,0.00,2025-09-15 09:02:12+00:00,2025-09-15 09:02:12+00:00
3655,45101,18,Low,"['contract', 'breach', 'business', 'commercial', 'custody', 'property']",727617.50,3515.06,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']","['harassment', 'wrongful dismissal']","['payment', 'damages', 'loan', 'fine', 'debt']",2,100.00,2025-09-15 09:02:13+00:00,2025-09-15 09:02:13+00:00
3656,45103,7,Low,"['commercial', 'land']",255285.46,2552.85,High,Property Dispute,"['Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']",[],"['payment', 'compensation']",7,0.00,2025-09-15 09:02:13+00:00,2025-09-15 09:02:13+00:00
3657,45107,18,Low,"['custody', 'family', 'domestic', 'property', 'land', 'boundary']",18292.00,98.34,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Administrative']",['property dispute'],"['damages', 'fine', 'settlement']",7,100.00,2025-09-15 09:02:13+00:00,2025-09-15 09:02:13+00:00
3658,45109,42,Medium,"['business', 'family', 'property', 'land', 'boundary', 'ownership']",33370.00,91.17,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['loss', 'payment', 'settlement']",10,100.00,2025-09-15 09:02:14+00:00,2025-09-15 09:02:14+00:00
3659,45116,20,Medium,"['fraud', 'custody']",12071.00,65.25,Medium,Fraud,"['Property Dispute', 'Fraud']",['fraud'],['fine'],5,100.00,2025-09-15 09:02:15+00:00,2025-09-15 09:02:15+00:00
3660,45117,29,Medium,"['criminal', 'murder']",4701.00,104.47,Low,Criminal,['Criminal'],[],[],5,100.00,2025-09-15 09:02:15+00:00,2025-09-15 09:02:15+00:00
3661,45118,13,Low,"['contract', 'family', 'property', 'land']",4821.44,60.27,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",[],['damages'],2,100.00,2025-09-15 09:02:15+00:00,2025-09-15 09:02:15+00:00
3662,45119,2,Low,['family'],16632.00,62.06,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",[],"['loss', 'payment']",7,100.00,2025-09-15 09:02:15+00:00,2025-09-15 09:02:15+00:00
3663,45120,17,Low,"['business', 'family', 'property', 'land', 'ownership']",45666.54,748.63,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional']",[],['damages'],2,100.00,2025-09-15 09:02:15+00:00,2025-09-15 09:02:15+00:00
