id,name,registry_name,court_type,region,location,address,city,district,latitude,longitude,google_place_id,area_coverage,contact_phone,contact_email,website,court_picture_url,additional_images,operating_hours,is_active,is_verified,created_at,updated_at,created_by,updated_by,search_count,last_searched,notes,status
370,Yendi Circuit Court,,Circuit Court,Northern,Yendi,"Yendi Circuit Court, Yendi, Northern",,,9.792628,-1.211633,,Jurisdiction covers Yendi and surrounding areas,+233 584 101 321,yendi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Yendi, Northern region",ACTIVE
372,Bimbila District Court,,District Court,Northern,Bimbila,"Bimbila District Court, Bimbila, Northern",,,9.541713,-1.339182,,Jurisdiction covers Bimbila and surrounding areas,+233 219 154 902,bimbila.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Bimbila, Northern region",ACTIVE
374,Kpandai District Court,,District Court,Northern,Kpandai,"Kpandai District Court, Kpandai, Northern",,,9.675006,-0.793112,,Jurisdiction covers Kpandai and surrounding areas,+233 853 479 298,kpandai.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kpandai, Northern region",ACTIVE
376,Damongo Circuit Court,,Circuit Court,Savannah,GBVC,"Damongo Circuit Court, GBVC, Savannah",,,9.338928,-1.302194,,Jurisdiction covers GBVC and surrounding areas,+233 750 723 168,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, Savannah region",ACTIVE
378,Salaga District Court,,District Court,Savannah,Salaga,"Salaga District Court, Salaga, Savannah",,,9.445698,-1.45752,,Jurisdiction covers Salaga and surrounding areas,+233 393 331 506,salaga.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Salaga, Savannah region",ACTIVE
380,Nalerigu High Court,,High Court,North-East,Nalerigu,"Nalerigu High Court, Nalerigu, North-East",,,10.174737,-0.263797,,Jurisdiction covers Nalerigu and surrounding areas,+233 523 919 293,nalerigu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nalerigu, North-East region",ACTIVE
382,Nalerigu District Court,,District Court,North-East,Nalerigu,"Nalerigu District Court, Nalerigu, North-East",,,10.175329,-0.239954,,Jurisdiction covers Nalerigu and surrounding areas,+233 287 400 772,nalerigu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nalerigu, North-East region",ACTIVE
384,Chereponi District Court,,District Court,North-East,Chereponi,"Chereponi District Court, Chereponi, North-East",,,10.400625,-0.579343,,Jurisdiction covers Chereponi and surrounding areas,+233 760 853 230,chereponi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Chereponi, North-East region",ACTIVE
383,Walewale District Court,,District Court,North-East,Walewale,"Walewale District Court, Walewale, North-East",,,10.3991,-0.705012,,Jurisdiction covers Walewale and surrounding areas,+233 636 149 356,walewale.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Walewale, North-East region",ACTIVE
385,Yagaba District Court,,District Court,North-East,Yagaba,"Yagaba District Court, Yagaba, North-East",,,9.802422,-0.612797,,Jurisdiction covers Yagaba and surrounding areas,+233 940 669 674,yagaba.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Yagaba, North-East region",ACTIVE
387,Nankpanduri District Court,,District Court,North-East,Nankpanduri,"Nankpanduri District Court, Nankpanduri, North-East",,,9.542386,-0.209591,,Jurisdiction covers Nankpanduri and surrounding areas,+233 662 672 883,nankpanduri.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nankpanduri, North-East region",ACTIVE
389,Bolgatanga High Court,,High Court,Upper-East,Bolgatanga,"Bolgatanga High Court, Bolgatanga, Upper East Region",,,10.7833,-0.85,,Jurisdiction covers Bolgatanga and surrounding areas,+233 382 020 123,bolgatanga.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Bolgatanga, Upper-East region",ACTIVE
391,Bolgatanga Circuit Court,,Circuit Court,Upper-East,GBVC,"Bolgatanga Circuit Court, GBVC, Upper-East",,,10.896845,-1.256859,,Jurisdiction covers GBVC and surrounding areas,+233 741 808 566,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, Upper-East region",ACTIVE
393,Bolgatanga District Court,,District Court,Upper-East,Bolgatanga,"Bolgatanga District Court, Bolgatanga, Upper-East",,,10.360656,-0.501451,,Jurisdiction covers Bolgatanga and surrounding areas,+233 926 895 404,bolgatanga.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Bolgatanga, Upper-East region",ACTIVE
395,Navrongo District Court,,District Court,Upper-East,Navrongo,"Navrongo District Court, Navrongo, Upper-East",,,11.024123,-0.52823,,Jurisdiction covers Navrongo and surrounding areas,+233 711 680 198,navrongo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Navrongo, Upper-East region",ACTIVE
397,Zebilla District Court,,District Court,Upper-East,Zebilla,"Zebilla District Court, Zebilla, Upper-East",,,10.29453,-0.436843,,Jurisdiction covers Zebilla and surrounding areas,+233 462 626 632,zebilla.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Zebilla, Upper-East region",ACTIVE
399,Pusiga District Court,,District Court,Upper-East,Pusiga,"Pusiga District Court, Pusiga, Upper-East",,,11.018153,-1.326941,,Jurisdiction covers Pusiga and surrounding areas,+233 315 160 788,pusiga.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Pusiga, Upper-East region",ACTIVE
401,Wa High Court,,High Court,Upper-West,Wa,"Wa High Court, Wa, Upper West Region",,,10.0667,-2.5,,Jurisdiction covers Wa and surrounding areas,+233 392 020 123,wa.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Wa, Upper-West region",ACTIVE
403,Lawra Circuit Court,,Circuit Court,Upper-West,Lawra,"Lawra Circuit Court, Lawra, Upper-West",,,10.407897,-2.36049,,Jurisdiction covers Lawra and surrounding areas,+233 748 444 144,lawra.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Lawra, Upper-West region",ACTIVE
405,Tumu District Court,,District Court,Upper-West,Tumu,"Tumu District Court, Tumu, Upper-West",,,10.341702,-2.458023,,Jurisdiction covers Tumu and surrounding areas,+233 309 853 242,tumu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Tumu, Upper-West region",ACTIVE
386,Gambaga District Court,,District Court,North-East,Gambaga,"Gambaga District Court, Gambaga, North-East",,,9.792786,-0.612398,,Jurisdiction covers Gambaga and surrounding areas,+233 943 831 611,gambaga.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Gambaga, North-East region",ACTIVE
388,Bolgatanga High Court,,High Court,Upper-East,1,"Bolgatanga High Court, Bolgatanga, Upper East Region",,,10.7833,-0.85,,Jurisdiction covers 1 and surrounding areas,+233 382 020 123,bolgatanga.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in 1, Upper-East region",ACTIVE
390,Bawku Circuit Court,,Circuit Court,Upper-East,Bawku,"Bawku Circuit Court, Bawku, Upper-East",,,11.269611,-0.627235,,Jurisdiction covers Bawku and surrounding areas,+233 262 213 378,bawku.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Bawku, Upper-East region",ACTIVE
392,Bawku District Court,,District Court,Upper-East,Bawku,"Bawku District Court, Bawku, Upper-East",,,10.478632,-1.20509,,Jurisdiction covers Bawku and surrounding areas,+233 586 553 720,bawku.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Bawku, Upper-East region",ACTIVE
394,Bongo District Court,,District Court,Upper-East,Bongo,"Bongo District Court, Bongo, Upper-East",,,11.112536,-0.997359,,Jurisdiction covers Bongo and surrounding areas,+233 472 193 276,bongo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Bongo, Upper-East region",ACTIVE
396,Sandema District Court,,District Court,Upper-East,Sandema,"Sandema District Court, Sandema, Upper-East",,,10.480269,-1.026767,,Jurisdiction covers Sandema and surrounding areas,+233 350 629 330,sandema.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Sandema, Upper-East region",ACTIVE
398,Garu District Court,,District Court,Upper-East,Garu,"Garu District Court, Garu, Upper-East",,,10.867763,-0.806716,,Jurisdiction covers Garu and surrounding areas,+233 760 372 986,garu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Garu, Upper-East region",ACTIVE
400,Zuarungu District Court,,District Court,Upper-East,Zuarungu,"Zuarungu District Court, Zuarungu, Upper-East",,,11.062795,-0.743485,,Jurisdiction covers Zuarungu and surrounding areas,+233 526 846 725,zuarungu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Zuarungu, Upper-East region",ACTIVE
402,Wa Circuit Court,,Circuit Court,Upper-West,Wa,"Wa Circuit Court, Wa, Upper-West",,,10.307774,-2.349277,,Jurisdiction covers Wa and surrounding areas,+233 727 276 727,wa.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Wa, Upper-West region",ACTIVE
404,Wa District Court,,District Court,Upper-West,Wa,"Wa District Court, Wa, Upper-West",,,10.439529,-2.77751,,Jurisdiction covers Wa and surrounding areas,+233 253 916 387,wa.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Wa, Upper-West region",ACTIVE
406,Nandom District Court,,District Court,Upper-West,Nandom,"Nandom District Court, Nandom, Upper-West",,,9.698739,-2.499256,,Jurisdiction covers Nandom and surrounding areas,+233 683 859 354,nandom.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nandom, Upper-West region",ACTIVE
408,Nadowli District Court,,District Court,Upper-West,Nadowli,"Nadowli District Court, Nadowli, Upper-West",,,10.027558,-2.631238,,Jurisdiction covers Nadowli and surrounding areas,+233 266 127 627,nadowli.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nadowli, Upper-West region",ACTIVE
407,Jirapa District Court,,District Court,Upper-West,Jirapa,"Jirapa District Court, Jirapa, Upper-West",,,10.121439,-2.330603,,Jurisdiction covers Jirapa and surrounding areas,+233 701 263 156,jirapa.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Jirapa, Upper-West region",ACTIVE
